issue_id,commit_id,p_x,l_x,issue_desc,issue_comments,summary,files,created_at,closed_at,commit_time
35,982944def3ded2744afd27c63f93552b246acab1,1.0678468242986128e-05,1,,Fix major bugs for IC arrival and leaving time,Merge pull request # 35 from amehraj/user-component,"['ic_component/ICComponent.py', 'station_component/StationComponent.py']",2023-01-25 13:48:27+00:00,2023-01-25 13:48:40+00:00,2023-01-25 15:48:40+02:00
34,d5760c6ba47ee1a58c4d37cbd7d88858eb3c0d83,1.5859874110901728e-05,1,Add implementation of arrival time and leaving time . Now arrival time can be set and in the simulation users can arrive and leave mid-simulation .,Add implementation of arrival time and leaving time,Merge pull request # 34 from amehraj/user-component,"['component_manifest_user.yml', 'ic_component/ICComponent.py', 'messages/user_state_message.py', 'user_component/user_component.py']",2023-01-24 14:20:54+00:00,2023-01-24 14:21:13+00:00,2023-01-24 16:21:13+02:00
31,7b7d292947c1618bc86aefbd994c8ea47289590a,0.0007504497771151,1,,Bug fix for power requirement,Merge pull request # 31 from amehraj/user-component,['ic_component/ICComponent.py'],2023-01-19 12:24:27+00:00,2023-01-19 12:24:50+00:00,2023-01-19 14:24:49+02:00
29,66ae329accea5dd0f81b31e650756a99f45f4941,1.1055041795771103e-05,1,…um power requirement,Update algorithm with energy requirement sorting and adding to minim…,Merge pull request # 29 from amehraj/user-component,['ic_component/ICComponent.py'],2023-01-17 12:44:09+00:00,2023-01-17 12:44:15+00:00,2023-01-17 14:44:15+02:00
23,48c663bdf3a305af1e746e57c4e4b3f6bf1818a3,1.0598997505439913e-05,1,,First version of the greedy algorithm .,Merge pull request # 23 from EVCommunities/development,"['component_manifest_ic.yml', 'ic_component/ICComponent.py', 'station_component/StationComponent.py', 'user_component/user_component.py']",2023-01-16 13:39:56+00:00,2023-01-16 13:40:10+00:00,2023-01-16 15:40:10+02:00
22,867566138153f4f0afa576c890c36ebbaa1f41df,0.0011250959942117,1,,Implementation of epoch time and bug fix for used_total_power,Merge pull request # 22 from amehraj/user-component,"['ic_component/ICComponent.py', 'user_component/user_component.py']",2023-01-16 13:39:01+00:00,2023-01-16 13:39:08+00:00,2023-01-16 15:39:08+02:00
21,be00a58e5d91d9dc94fb825b865be9b10aa2b22b,1.0312500307918526e-05,1,,Modify first version of greedy algorithm with state of charge cap,Merge pull request # 21 from amehraj/user-component,['ic_component/ICComponent.py'],2023-01-11 22:20:58+00:00,2023-01-11 22:21:04+00:00,2023-01-12 00:21:04+02:00
20,ec79e433b46eb561c9eb674eb5884a9a10bf3275,1.0473698239366058e-05,1,,Initial version of greedy algorithm with static time,Merge pull request # 20 from amehraj/user-component,"['ic_component/ICComponent.py', 'station_component/StationComponent.py', 'user_component/user_component.py']",2023-01-11 20:44:31+00:00,2023-01-11 20:44:37+00:00,2023-01-11 22:44:36+02:00
19,e79a801070b8ec544ee7cd7e97fd7467dfda495b,1.0440799087518826e-05,1,,Initial setup for greedy algorithm,Merge pull request # 19 from amehraj/user-component,['ic_component/ICComponent.py'],2023-01-10 16:21:58+00:00,2023-01-10 16:22:12+00:00,2023-01-10 18:22:12+02:00
17,fe83bab834f2cc1c29ac45cc3e998f08170ed765,1.2887188859167509e-05,1,,Initial version of multiple user and station support,Merge pull request # 17 from amehraj/user-component,"['ic_component/ICComponent.py', 'station_component/StationComponent.py']",2023-01-02 18:33:23+00:00,2023-01-02 18:33:32+00:00,2023-01-02 20:33:32+02:00
16,5f5fbb7a898dbdefbc30795ce339ef98078c1a7f,1.0484721315151546e-05,1,Working simulation for single user and single station,Working simulation for single user and single station,Merge pull request # 16 from EVCommunities/development,"['component_manifest_ic.yml', 'component_manifest_user.yml', 'ic_component.Dockerfile', 'ic_component/ICComponent.py', 'ic_component/__init__.py', 'messages/PowerOutput_message.py', 'messages/PowerRequirement_message.py', 'messages/StationState_message.py', 'messages/__init__.py', 'messages/car_metadata_message.py', 'messages/car_state_message.py', 'messages/user_state_message.py', 'station_component/PowerOutput_message.py', 'station_component/StationComponent.py', 'station_component/StationState_message.py', 'station_component/__init__.py', 'station_component_manifest.yml', 'stationcomponent.Dockerfile', 'user_component.Dockerfile', 'user_component/__init__.py', 'user_component/car_metadata_message.py', 'user_component/car_state_message.py', 'user_component/user_component.py', 'user_component/user_state_message.py']",2022-12-14 13:54:54+00:00,2022-12-14 13:55:08+00:00,2022-12-14 15:55:08+02:00
14,a4c7ddb9d43ae4350c383b1d19b45aedc31a2380,3.142614514217712e-05,1,Working simulation with single user and single station,Working simulation with single user and single station,Merge pull request # 14 from amehraj/user-component,"['ic_component/ICComponent.py', 'messages/PowerOutput_message.py', 'messages/StationState_message.py', 'messages/car_metadata_message.py', 'messages/car_state_message.py', 'station_component/StationComponent.py', 'user_component/user_component.py']",2022-12-13 14:58:28+00:00,2022-12-13 14:58:41+00:00,2022-12-13 16:58:41+02:00
13,c15cfd9484e359af4665d2815efa68ab05b5ae3f,1.0533470231166577e-05,1,,Modified IC,Merge pull request # 13 from amehraj/user-component,"['ic_component/ICComponent.py', 'messages/PowerRequirement_message.py']",2022-12-12 16:26:01+00:00,2022-12-12 16:26:08+00:00,2022-12-12 18:26:08+02:00
12,a7d30aac90d45c91440ef6409f09ef0cef6976c7,7.81318885856308e-05,1,Initial working version of IC Component ( No Logic ),Initial working version of IC Component ( No Logic ),Merge pull request # 12 from amehraj/user-component,"['component_manifest_ic.yml', 'ic_component.Dockerfile', 'ic_component/ICComponent.py']",2022-12-12 13:06:41+00:00,2022-12-12 13:06:56+00:00,2022-12-12 15:06:56+02:00
11,fc2408cba01f6a76491fa2f3f5ae92df17f4cf36,1.0369996743975207e-05,1,,Add copyright comments to files,Merge pull request # 11 from amehraj/user-component,"['component_manifest_user.yml', 'ic_component/ICComponent.py', 'ic_component/__init__.py', 'messages/PowerOutput_message.py', 'messages/PowerRequirement_message.py', 'messages/StationState_message.py', 'messages/__init__.py', 'messages/car_metadata_message.py', 'messages/car_state_message.py', 'messages/user_state_message.py', 'station_component/StationComponent.py', 'station_component/__init__.py', 'station_component_manifest.yml', 'stationcomponent.Dockerfile', 'user_component.Dockerfile', 'user_component/__init__.py', 'user_component/user_component.py']",2022-12-02 11:18:26+00:00,2022-12-02 11:18:37+00:00,2022-12-02 13:18:36+02:00
10,fe434f9bcf491407f952f3b509986810f4fac3ab,2.0302763005020097e-05,1,,IC component initial setup,Merge pull request # 10 from amehraj/user-component,"['ic_component/ICComponent.py', 'ic_component/PowerRequirement_message.py', 'user_component/user_component.py']",2022-12-01 15:06:14+00:00,2022-12-01 15:06:45+00:00,2022-12-01 17:06:44+02:00
9,26ed8402f84c281049ed4a8836a1ba9feef5dda9,1.0384435881860554e-05,1,Add separate messages folder and update Dockerfiles,Add separate messages folder and update Dockerfiles,Merge pull request # 9 from amehraj/user-component,"['messages/PowerOutput_message.py', 'messages/PowerRequirement_message.py', 'messages/StationState_message.py', 'messages/__init__.py', 'messages/car_metadata_message.py', 'messages/car_state_message.py', 'messages/user_state_message.py', 'station_component/PowerOutput_message.py', 'station_component/PowerRequirement_message.py', 'station_component/StationComponent.py', 'station_component/StationState_message.py', 'station_component_manifest.yml', 'stationcomponent.Dockerfile', 'user_component.Dockerfile', 'user_component/PowerOutput_message.py', 'user_component/car_metadata_message.py', 'user_component/car_state_message.py', 'user_component/user_component.py', 'user_component/user_state_message.py']",2022-11-25 12:35:27+00:00,2022-11-25 12:35:37+00:00,2022-11-25 14:35:37+02:00
8,f8b01620e5b7b5dddd848a1ab3b38a027f53e51f,0.0121739776805043,1,,User component bug fixes,Merge pull request # 8 from amehraj/user-component,"['user_component/car_metadata_message.py', 'user_component/user_component.py']",2022-11-24 19:38:43+00:00,2022-11-24 19:38:59+00:00,2022-11-24 21:38:59+02:00
7,38285a7418afad84406dda3da296aafcd1bc2c95,4.157865259912796e-05,1,,Fix station component issue,Merge pull request # 7 from chaliya96/dev,"['station_component/PowerRequirement_message.py', 'station_component/StationComponent.py', 'station_component_manifest.yml', 'stationcomponent.Dockerfile']",2022-11-24 13:32:56+00:00,2022-11-24 13:33:02+00:00,2022-11-24 15:33:02+02:00
6,45195227ecd74b14ab82d5686a41cc6aa4edd56b,0.4253350496292114,1,,"User component add Dockerfile , Manifest file",Merge pull request # 6 from amehraj/user-component,"['component_manifest_user.yml', 'ic_component/ICComponent.py', 'user_component.Dockerfile', 'user_component/PowerOutput_message.py', 'user_component/user_component.py']",2022-11-24 11:30:30+00:00,2022-11-24 11:30:52+00:00,2022-11-24 13:30:52+02:00
5,f5c9015dd7dd6b45612ad736c6a7c22dcb11cf9f,0.0076248571276664,1,,Initiate Power Requirement message of IC component .,Merge pull request # 5 from chaliya96/dev,"['ic_component/PowerRequirement_message.py', 'ic_component/__init__.py']",2022-11-24 10:03:03+00:00,2022-11-24 10:03:19+00:00,2022-11-24 12:03:19+02:00
3,9e875527d7aed51cc30ccae43458d2a28b150b06,2.136953480658121e-05,1,User component update process epoch with conditions,User component update process epoch with conditions,Merge pull request # 3 from amehraj/user-component,['user_component/user_component.py'],2022-11-21 14:52:42+00:00,2022-11-21 14:54:32+00:00,2022-11-21 16:54:31+02:00
2,cccdd7da2cc211741760f2bb04f9214407eb1e72,3.711351382662542e-05,1,,Initiate station component class,Merge pull request # 2 from EVCommunities/main,['station_component/StationComponent.py'],2022-11-21 13:59:27+00:00,2022-11-21 13:59:51+00:00,2022-11-21 15:59:50+02:00
