issue_id,commit_id,p_x,l_x,issue_desc,issue_comments,summary,files,created_at,closed_at,commit_time
36,7b7d292947c1618bc86aefbd994c8ea47289590a,0.9901806116104126,0,,Fix unnecessary power requirement message generation,Merge pull request # 31 from amehraj/user-component,['ic_component/ICComponent.py'],2023-01-25 14:17:52+00:00,2023-01-25 14:17:57+00:00,2023-01-19 14:24:49+02:00
36,be00a58e5d91d9dc94fb825b865be9b10aa2b22b,0.9988018274307252,0,,Fix unnecessary power requirement message generation,Merge pull request # 21 from amehraj/user-component,['ic_component/ICComponent.py'],2023-01-25 14:17:52+00:00,2023-01-25 14:17:57+00:00,2023-01-12 00:21:04+02:00
36,fe83bab834f2cc1c29ac45cc3e998f08170ed765,0.99974924325943,0,,Fix unnecessary power requirement message generation,Merge pull request # 17 from amehraj/user-component,"['ic_component/ICComponent.py', 'station_component/StationComponent.py']",2023-01-25 14:17:52+00:00,2023-01-25 14:17:57+00:00,2023-01-02 20:33:32+02:00
36,5f5fbb7a898dbdefbc30795ce339ef98078c1a7f,0.8660086393356323,0,,Fix unnecessary power requirement message generation,Merge pull request # 16 from EVCommunities/development,"['component_manifest_ic.yml', 'component_manifest_user.yml', 'ic_component.Dockerfile', 'ic_component/ICComponent.py', 'ic_component/__init__.py', 'messages/PowerOutput_message.py', 'messages/PowerRequirement_message.py', 'messages/StationState_message.py', 'messages/__init__.py', 'messages/car_metadata_message.py', 'messages/car_state_message.py', 'messages/user_state_message.py', 'station_component/PowerOutput_message.py', 'station_component/StationComponent.py', 'station_component/StationState_message.py', 'station_component/__init__.py', 'station_component_manifest.yml', 'stationcomponent.Dockerfile', 'user_component.Dockerfile', 'user_component/__init__.py', 'user_component/car_metadata_message.py', 'user_component/car_state_message.py', 'user_component/user_component.py', 'user_component/user_state_message.py']",2023-01-25 14:17:52+00:00,2023-01-25 14:17:57+00:00,2022-12-14 15:55:08+02:00
36,f5c9015dd7dd6b45612ad736c6a7c22dcb11cf9f,0.934853494167328,0,,Fix unnecessary power requirement message generation,Merge pull request # 5 from chaliya96/dev,"['ic_component/PowerRequirement_message.py', 'ic_component/__init__.py']",2023-01-25 14:17:52+00:00,2023-01-25 14:17:57+00:00,2022-11-24 12:03:19+02:00
32,79ed7ee86aaa73485088eeb7b9ec1942dc3ea954,0.6175661087036133,0,,Development,Merge pull request # 30 from EVCommunities/development,"['ic_component/ICComponent.py', 'messages/PowerRequirement_message.py', 'station_component/StationComponent.py']",2023-01-19 12:25:23+00:00,2023-01-19 12:25:31+00:00,2023-01-17 14:45:01+02:00
32,48c663bdf3a305af1e746e57c4e4b3f6bf1818a3,0.9653143882751464,0,,Development,Merge pull request # 23 from EVCommunities/development,"['component_manifest_ic.yml', 'ic_component/ICComponent.py', 'station_component/StationComponent.py', 'user_component/user_component.py']",2023-01-19 12:25:23+00:00,2023-01-19 12:25:31+00:00,2023-01-16 15:40:10+02:00
31,7f34fdd9997e54512fd39032b3731c2ee0a645cc,0.9940604567527772,0,,Bug fix for power requirement,Split the power calculation function to smaller parts ( # 42 ),['ic_component/ICComponent.py'],2023-01-19 12:24:27+00:00,2023-01-19 12:24:50+00:00,2023-02-22 18:23:09+02:00
30,8ea541d12845b2b604eaa60fe7900a53e8963038,0.6824931502342224,0,,Development,Merge pull request # 32 from EVCommunities/development,['ic_component/ICComponent.py'],2023-01-17 12:44:55+00:00,2023-01-17 12:45:02+00:00,2023-01-19 14:25:30+02:00
30,48c663bdf3a305af1e746e57c4e4b3f6bf1818a3,0.9653143882751464,0,,Development,Merge pull request # 23 from EVCommunities/development,"['component_manifest_ic.yml', 'ic_component/ICComponent.py', 'station_component/StationComponent.py', 'user_component/user_component.py']",2023-01-17 12:44:55+00:00,2023-01-17 12:45:02+00:00,2023-01-16 15:40:10+02:00
18,867566138153f4f0afa576c890c36ebbaa1f41df,0.5037466287612915,0,,Add total maximum power to IC,Merge pull request # 22 from amehraj/user-component,"['ic_component/ICComponent.py', 'user_component/user_component.py']",2023-01-10 12:24:22+00:00,2023-01-10 12:24:30+00:00,2023-01-16 15:39:08+02:00
10,a7d30aac90d45c91440ef6409f09ef0cef6976c7,0.9607719779014589,0,,IC component initial setup,Merge pull request # 12 from amehraj/user-component,"['component_manifest_ic.yml', 'ic_component.Dockerfile', 'ic_component/ICComponent.py']",2022-12-01 15:06:14+00:00,2022-12-01 15:06:45+00:00,2022-12-12 15:06:56+02:00
8,8433f12d110fdcf72265f83a46c384c247925a26,0.4773590266704559,0,,User component bug fixes,Merge pull request # 40 from amehraj/user-component,"['component_manifest_ic.yml', 'component_manifest_station.yml', 'component_manifest_user.yml', 'ic_component.Dockerfile', 'station_component.Dockerfile', 'station_component_manifest.yml', 'stationcomponent.Dockerfile', 'user_component.Dockerfile']",2022-11-24 19:38:43+00:00,2022-11-24 19:38:59+00:00,2023-01-31 14:54:34+02:00
8,66ae329accea5dd0f81b31e650756a99f45f4941,0.4297998547554016,0,,User component bug fixes,Merge pull request # 29 from amehraj/user-component,['ic_component/ICComponent.py'],2022-11-24 19:38:43+00:00,2022-11-24 19:38:59+00:00,2023-01-17 14:44:15+02:00
8,be00a58e5d91d9dc94fb825b865be9b10aa2b22b,0.970654308795929,0,,User component bug fixes,Merge pull request # 21 from amehraj/user-component,['ic_component/ICComponent.py'],2022-11-24 19:38:43+00:00,2022-11-24 19:38:59+00:00,2023-01-12 00:21:04+02:00
8,a4c7ddb9d43ae4350c383b1d19b45aedc31a2380,0.5744684338569641,0,,User component bug fixes,Merge pull request # 14 from amehraj/user-component,"['ic_component/ICComponent.py', 'messages/PowerOutput_message.py', 'messages/StationState_message.py', 'messages/car_metadata_message.py', 'messages/car_state_message.py', 'station_component/StationComponent.py', 'user_component/user_component.py']",2022-11-24 19:38:43+00:00,2022-11-24 19:38:59+00:00,2022-12-13 16:58:41+02:00
8,c15cfd9484e359af4665d2815efa68ab05b5ae3f,0.8886182904243469,0,,User component bug fixes,Merge pull request # 13 from amehraj/user-component,"['ic_component/ICComponent.py', 'messages/PowerRequirement_message.py']",2022-11-24 19:38:43+00:00,2022-11-24 19:38:59+00:00,2022-12-12 18:26:08+02:00
6,8433f12d110fdcf72265f83a46c384c247925a26,0.9998041987419128,0,,"User component add Dockerfile , Manifest file",Merge pull request # 40 from amehraj/user-component,"['component_manifest_ic.yml', 'component_manifest_station.yml', 'component_manifest_user.yml', 'ic_component.Dockerfile', 'station_component.Dockerfile', 'station_component_manifest.yml', 'stationcomponent.Dockerfile', 'user_component.Dockerfile']",2022-11-24 11:30:30+00:00,2022-11-24 11:30:52+00:00,2023-01-31 14:54:34+02:00
6,ff04f8708274cc22dd855791b25d36e6534d5fde,0.9612303376197816,0,,"User component add Dockerfile , Manifest file",Merge pull request # 36 from amehraj/user-component,['ic_component/ICComponent.py'],2022-11-24 11:30:30+00:00,2022-11-24 11:30:52+00:00,2023-01-25 16:17:57+02:00
5,7f34fdd9997e54512fd39032b3731c2ee0a645cc,0.9993593096733092,0,,Initiate Power Requirement message of IC component .,Split the power calculation function to smaller parts ( # 42 ),['ic_component/ICComponent.py'],2022-11-24 10:03:03+00:00,2022-11-24 10:03:19+00:00,2023-02-22 18:23:09+02:00
5,d7fcec71d8eccc6d24038568ed24aea681448e62,0.4412360191345215,0,,Initiate Power Requirement message of IC component .,Merge pull request # 38 from amehraj/user-component,['ic_component/ICComponent.py'],2022-11-24 10:03:03+00:00,2022-11-24 10:03:19+00:00,2023-01-26 14:34:35+02:00
5,ff04f8708274cc22dd855791b25d36e6534d5fde,0.9998950958251952,0,,Initiate Power Requirement message of IC component .,Merge pull request # 36 from amehraj/user-component,['ic_component/ICComponent.py'],2022-11-24 10:03:03+00:00,2022-11-24 10:03:19+00:00,2023-01-25 16:17:57+02:00
5,8ea541d12845b2b604eaa60fe7900a53e8963038,0.5423245429992676,0,,Initiate Power Requirement message of IC component .,Merge pull request # 32 from EVCommunities/development,['ic_component/ICComponent.py'],2022-11-24 10:03:03+00:00,2022-11-24 10:03:19+00:00,2023-01-19 14:25:30+02:00
5,7b7d292947c1618bc86aefbd994c8ea47289590a,0.9997925162315368,0,,Initiate Power Requirement message of IC component .,Merge pull request # 31 from amehraj/user-component,['ic_component/ICComponent.py'],2022-11-24 10:03:03+00:00,2022-11-24 10:03:19+00:00,2023-01-19 14:24:49+02:00
5,867566138153f4f0afa576c890c36ebbaa1f41df,0.9940266609191896,0,,Initiate Power Requirement message of IC component .,Merge pull request # 22 from amehraj/user-component,"['ic_component/ICComponent.py', 'user_component/user_component.py']",2022-11-24 10:03:03+00:00,2022-11-24 10:03:19+00:00,2023-01-16 15:39:08+02:00
5,be00a58e5d91d9dc94fb825b865be9b10aa2b22b,0.9997724890708924,0,,Initiate Power Requirement message of IC component .,Merge pull request # 21 from amehraj/user-component,['ic_component/ICComponent.py'],2022-11-24 10:03:03+00:00,2022-11-24 10:03:19+00:00,2023-01-12 00:21:04+02:00
5,e79a801070b8ec544ee7cd7e97fd7467dfda495b,0.9998633861541748,0,,Initiate Power Requirement message of IC component .,Merge pull request # 19 from amehraj/user-component,['ic_component/ICComponent.py'],2022-11-24 10:03:03+00:00,2022-11-24 10:03:19+00:00,2023-01-10 18:22:12+02:00
5,fe83bab834f2cc1c29ac45cc3e998f08170ed765,0.9999077320098876,0,,Initiate Power Requirement message of IC component .,Merge pull request # 17 from amehraj/user-component,"['ic_component/ICComponent.py', 'station_component/StationComponent.py']",2022-11-24 10:03:03+00:00,2022-11-24 10:03:19+00:00,2023-01-02 20:33:32+02:00
5,5f5fbb7a898dbdefbc30795ce339ef98078c1a7f,0.9998617172241212,0,,Initiate Power Requirement message of IC component .,Merge pull request # 16 from EVCommunities/development,"['component_manifest_ic.yml', 'component_manifest_user.yml', 'ic_component.Dockerfile', 'ic_component/ICComponent.py', 'ic_component/__init__.py', 'messages/PowerOutput_message.py', 'messages/PowerRequirement_message.py', 'messages/StationState_message.py', 'messages/__init__.py', 'messages/car_metadata_message.py', 'messages/car_state_message.py', 'messages/user_state_message.py', 'station_component/PowerOutput_message.py', 'station_component/StationComponent.py', 'station_component/StationState_message.py', 'station_component/__init__.py', 'station_component_manifest.yml', 'stationcomponent.Dockerfile', 'user_component.Dockerfile', 'user_component/__init__.py', 'user_component/car_metadata_message.py', 'user_component/car_state_message.py', 'user_component/user_component.py', 'user_component/user_state_message.py']",2022-11-24 10:03:03+00:00,2022-11-24 10:03:19+00:00,2022-12-14 15:55:08+02:00
5,c15cfd9484e359af4665d2815efa68ab05b5ae3f,0.990218222141266,0,,Initiate Power Requirement message of IC component .,Merge pull request # 13 from amehraj/user-component,"['ic_component/ICComponent.py', 'messages/PowerRequirement_message.py']",2022-11-24 10:03:03+00:00,2022-11-24 10:03:19+00:00,2022-12-12 18:26:08+02:00
5,cccdd7da2cc211741760f2bb04f9214407eb1e72,0.999830722808838,0,,Initiate Power Requirement message of IC component .,Merge pull request # 2 from EVCommunities/main,['station_component/StationComponent.py'],2022-11-24 10:03:03+00:00,2022-11-24 10:03:19+00:00,2022-11-21 15:59:50+02:00
4,48382ce054237ad30bd5f70c069e044b215b4e6d,0.999777853488922,0,,Add station id property to the power output message .,Merge pull request # 41 from EVCommunities/development,"['component_manifest_ic.yml', 'component_manifest_user.yml', 'ic_component/ICComponent.py', 'ic_component/power_info.py', 'ic_component/station_data.py', 'ic_component/user_data.py', 'messages/PowerOutput_message.py', 'messages/PowerRequirement_message.py', 'messages/StationState_message.py', 'messages/car_metadata_message.py', 'messages/car_state_message.py', 'messages/user_state_message.py', 'station_component/StationComponent.py', 'user_component/user_component.py']",2022-11-24 09:56:01+00:00,2022-11-24 09:56:43+00:00,2023-02-01 12:18:20+02:00
4,be00a58e5d91d9dc94fb825b865be9b10aa2b22b,0.9995346069335938,0,,Add station id property to the power output message .,Merge pull request # 21 from amehraj/user-component,['ic_component/ICComponent.py'],2022-11-24 09:56:01+00:00,2022-11-24 09:56:43+00:00,2023-01-12 00:21:04+02:00
4,e79a801070b8ec544ee7cd7e97fd7467dfda495b,0.9758843183517456,0,,Add station id property to the power output message .,Merge pull request # 19 from amehraj/user-component,['ic_component/ICComponent.py'],2022-11-24 09:56:01+00:00,2022-11-24 09:56:43+00:00,2023-01-10 18:22:12+02:00
4,a4c7ddb9d43ae4350c383b1d19b45aedc31a2380,0.999850869178772,0,,Add station id property to the power output message .,Merge pull request # 14 from amehraj/user-component,"['ic_component/ICComponent.py', 'messages/PowerOutput_message.py', 'messages/StationState_message.py', 'messages/car_metadata_message.py', 'messages/car_state_message.py', 'station_component/StationComponent.py', 'user_component/user_component.py']",2022-11-24 09:56:01+00:00,2022-11-24 09:56:43+00:00,2022-12-13 16:58:41+02:00
4,c15cfd9484e359af4665d2815efa68ab05b5ae3f,0.9998030066490172,0,,Add station id property to the power output message .,Merge pull request # 13 from amehraj/user-component,"['ic_component/ICComponent.py', 'messages/PowerRequirement_message.py']",2022-11-24 09:56:01+00:00,2022-11-24 09:56:43+00:00,2022-12-12 18:26:08+02:00
4,26ed8402f84c281049ed4a8836a1ba9feef5dda9,0.9998486042022704,0,,Add station id property to the power output message .,Merge pull request # 9 from amehraj/user-component,"['messages/PowerOutput_message.py', 'messages/PowerRequirement_message.py', 'messages/StationState_message.py', 'messages/__init__.py', 'messages/car_metadata_message.py', 'messages/car_state_message.py', 'messages/user_state_message.py', 'station_component/PowerOutput_message.py', 'station_component/PowerRequirement_message.py', 'station_component/StationComponent.py', 'station_component/StationState_message.py', 'station_component_manifest.yml', 'stationcomponent.Dockerfile', 'user_component.Dockerfile', 'user_component/PowerOutput_message.py', 'user_component/car_metadata_message.py', 'user_component/car_state_message.py', 'user_component/user_component.py', 'user_component/user_state_message.py']",2022-11-24 09:56:01+00:00,2022-11-24 09:56:43+00:00,2022-11-25 14:35:37+02:00
4,45195227ecd74b14ab82d5686a41cc6aa4edd56b,0.9992183446884156,0,,Add station id property to the power output message .,Merge pull request # 6 from amehraj/user-component,"['component_manifest_user.yml', 'ic_component/ICComponent.py', 'user_component.Dockerfile', 'user_component/PowerOutput_message.py', 'user_component/user_component.py']",2022-11-24 09:56:01+00:00,2022-11-24 09:56:43+00:00,2022-11-24 13:30:52+02:00
1,fe434f9bcf491407f952f3b509986810f4fac3ab,0.997911274433136,0,,Change topics for user component,Merge pull request # 10 from amehraj/user-component,"['ic_component/ICComponent.py', 'ic_component/PowerRequirement_message.py', 'user_component/user_component.py']",2022-11-21 13:12:01+00:00,2022-11-21 13:12:54+00:00,2022-12-01 17:06:44+02:00
1,f8b01620e5b7b5dddd848a1ab3b38a027f53e51f,0.7485126852989197,0,,Change topics for user component,Merge pull request # 8 from amehraj/user-component,"['user_component/car_metadata_message.py', 'user_component/user_component.py']",2022-11-21 13:12:01+00:00,2022-11-21 13:12:54+00:00,2022-11-24 21:38:59+02:00
